OTUId,kingdom,phylum,class,order,family,genus
OTU0317,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU0176,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
OTU0612,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus
OTU1293,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Peptostreptococcaceae,Intestinibacter
OTU0407,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum
OTU0084,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
OTU1118,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
OTU0846,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
OTU0312,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0056,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,NA
OTU0313,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0327,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0576,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
OTU0304,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU0436,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
OTU1310,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira
OTU0824,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
OTU0506,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
OTU0335,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
OTU0099,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria
OTU1076,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
OTU1037,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium
OTU0575,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia
OTU0302,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU1267,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R_7_group
OTU0826,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia
OTU0209,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
OTU1142,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
OTU0755,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus
OTU0511,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
OTU1167,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella
OTU1062,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella
OTU1165,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia
OTU0128,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
OTU0785,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
OTU0861,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
OTU0950,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
OTU1109,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Peptostreptococcaceae,uncultured
OTU0596,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,uncultured
OTU0290,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0864,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
OTU0394,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
OTU0694,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Anaerococcus
OTU0563,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella
OTU0081,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
OTU1011,Bacteria,Chloroflexi,KD4_96,NA,NA,NA
OTU1291,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Murdochiella
OTU0329,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9
OTU0904,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
OTU0766,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG_352
OTU0981,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus
OTU1333,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group
OTU0485,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0297,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0051,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,NA
OTU0050,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured
OTU0071,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA
OTU1012,Bacteria,Chloroflexi,Gitt_GS_136,NA,NA,NA
OTU1335,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus
OTU0882,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
OTU0179,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU0087,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU1077,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter
OTU1238,Bacteria,Chloroflexi,TK10,NA,NA,NA
OTU0103,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA
OTU0834,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
OTU0548,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
OTU0418,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured
OTU1337,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
OTU0980,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured
OTU1261,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,NA
OTU1296,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Peptoniphilus
OTU0836,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,uncultured,NA
OTU1015,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
OTU1295,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Peptostreptococcaceae,Terrisporobacter
OTU1066,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
OTU0996,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Veillonella
OTU1163,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU0002,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus
OTU0804,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30_KF_CM45,NA
OTU1013,Bacteria,Chloroflexi,KD4_96,NA,NA,NA
OTU0805,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30_KF_CM45,NA
OTU0796,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus
OTU1259,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
OTU0660,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU0182,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069_P22,NA,NA
OTU1346,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0157,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA
OTU0703,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
OTU1051,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga
OTU0615,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter
OTU0517,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
OTU0115,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
OTU1248,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Coriobacteriaceae_UCG_002
OTU0022,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum
OTU1274,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
OTU0767,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae_Sedis
OTU0967,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG_010,NA
OTU0655,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
OTU0666,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
OTU0278,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
OTU0486,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0055,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
OTU1007,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella
OTU0005,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosotenuis
OTU0451,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium
OTU0449,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0140,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
OTU0528,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis
OTU0192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
OTU0146,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
OTU0889,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
OTU1357,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU1272,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium
OTU0424,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured
OTU0887,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
OTU0333,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG_001
OTU0678,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
OTU1294,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Peptostreptococcaceae,Peptostreptococcus
OTU0566,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Asinibacterium
OTU0107,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,NA
OTU0940,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
OTU0154,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
OTU1064,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae_UCG_003
OTU1086,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,_Eubacterium_siraeum_group
OTU0095,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured
OTU1131,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
OTU0895,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora
OTU0937,Bacteria,Firmicutes,Clostridia,Oscillospirales,_Eubacterium_coprostanoligenes_group,NA
OTU0171,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
OTU0984,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea
OTU0321,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
OTU1126,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,_Eubacterium_nodatum_group
OTU1179,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU1081,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Selenomonadaceae,uncultured
OTU0593,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella
OTU1082,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Selenomonadaceae,Selenomonas
OTU0879,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
OTU0299,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0853,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella
OTU0336,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0180,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU0512,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
OTU0033,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0366,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
OTU1217,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,NA
OTU0867,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia_Caballeronia_Paraburkholderia
OTU0857,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas
OTU0794,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
OTU1361,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
OTU0695,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Anaerococcus
OTU0938,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
OTU0971,Bacteria,Firmicutes,Negativicutes,Veillonellales_Selenomonadales,Veillonellaceae,Anaeroglobus
OTU1182,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella
OTU0530,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus
OTU1075,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Fastidiosipila
OTU0042,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
OTU0886,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
OTU1327,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
OTU1141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum
OTU0776,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
OTU0720,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67_14,NA
OTU0896,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia
OTU0750,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
OTU0577,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
OTU1044,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU0298,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0838,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia
OTU0433,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
OTU1263,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,NA
OTU0782,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
OTU0316,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU0340,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU1168,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG_004
OTU0277,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,NA
OTU0021,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured
OTU0987,Bacteria,Firmicutes,Clostridia,Oscillospirales,_Eubacterium_coprostanoligenes_group,NA
OTU0735,Bacteria,Firmicutes,Bacilli,RF39,NA,NA
OTU0989,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus
OTU1311,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,_Eubacterium_eligens_group
OTU0532,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila
OTU0396,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
OTU0988,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
OTU0535,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella
OTU0665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
OTU1186,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU0704,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
OTU1065,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,NA
OTU0705,Bacteria,Firmicutes,Clostridia,Oscillospirales,_Eubacterium_coprostanoligenes_group,NA
OTU1214,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R_7_group
OTU0195,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU1206,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
OTU1320,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
OTU1135,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella
OTU1319,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
OTU1230,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
OTU1285,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Parvimonas
OTU1140,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU0573,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia
OTU0736,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU1124,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,uncultured
OTU0481,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0473,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0089,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
OTU0816,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,NA,NA
OTU0955,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Fastidiosipila
OTU1242,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,_Eubacterium_nodatum_group
OTU1171,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU1273,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium
OTU0893,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
OTU1241,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,W5053
OTU0105,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
OTU0461,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0455,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU1190,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU0894,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
OTU0181,Bacteria,Firmicutes,Clostridia,Clostridia_UCG_014,NA,NA
OTU1245,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Anaerovoracaceae,_Eubacterium_nodatum_group
OTU0183,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
OTU0224,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
OTU0610,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
OTU0742,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
OTU0924,Bacteria,Chloroflexi,KD4_96,NA,NA,NA
OTU0074,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
OTU0070,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
OTU0659,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas
OTU0637,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU0284,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group
OTU0108,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,NA
OTU0427,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,F0058
OTU0467,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0320,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
OTU1288,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Tissierella
OTU0985,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium
OTU0580,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
OTU0899,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
OTU1184,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
OTU1255,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured
OTU0487,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU1348,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured
OTU0168,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,NA,NA
OTU0480,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0795,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia
OTU0392,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
OTU0054,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
OTU0151,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
OTU0531,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrio
OTU0380,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
OTU1325,Bacteria,Firmicutes,Clostridia,Peptostreptococcales_Tissierellales,Family_XI,Parvimonas
OTU0489,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
OTU0189,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA
OTU0713,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001_H03
OTU1116,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella
OTU1178,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
OTU0112,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Wolfebacteria,NA,NA
OTU0769,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured
OTU0126,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
OTU0381,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Nubsella
OTU1227,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
OTU0600,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA
OTU0170,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
OTU0578,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter
OTU0079,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
